1993M05,40
1993M06,40
1993M07,40
1993M08,40
1993M09,40
1993M10,40
1993M11,40
1993M12,40
1994M01,40
1994M02,40
1994M03,40
1994M04,40
1994M05,41
1994M06,41
1994M07,41
1994M08,41
1994M09,41
1994M10,41
1994M11,41
1994M12,41
1995M01,43
1995M02,43
1995M03,43
1995M04,43
1995M05,43
1995M06,43
1995M07,43
1995M08,43
1995M09,43
1995M10,43
1995M11,43
1995M12,43
1996M01,43
1996M02,43
1996M03,43
1996M04,43
1996M05,43
1996M06,43
1996M07,43
1996M08,43
1996M09,43
1996M10,43
1996M11,43
1996M12,43
1997M01,44
1997M02,44
1997M03,44
1997M04,44
1997M05,44
1997M06,44
1997M07,44
1997M08,44
1997M09,44
1997M10,44
1997M11,44
1997M12,44
1998M01,45
1998M02,45
1998M03,45
1998M04,45
1998M05,45
1998M06,45
1998M07,45
1998M08,45
1998M09,45
1998M10,45
1998M11,45
1998M12,45
1999M01,47
1999M02,47
1999M03,48
1999M04,48
1999M05,48
1999M06,48
1999M07,50
1999M08,50
1999M09,50
1999M10,50
1999M11,50
1999M12,50
2000M01,58
2000M02,58
2000M03,58
2000M04,58
2000M05,58
2000M06,58
2000M07,58
2000M08,58
2000M09,58
2000M10,58
2000M11,58
2000M12,59
2001M01,67
2001M02,67
2001M03,67
2001M04,67
2001M05,67
2001M06,67
2001M07,67
2001M08,67
2001M09,67
2001M10,67
2001M11,67
2001M12,67
2002M01,70
2002M02,70
2002M03,70
2002M04,70
2002M05,70
2002M06,70
2002M07,70
2002M08,70
2002M09,70
2002M10,70
2002M11,70
2002M12,70
2003M01,71
2003M02,71
2003M03,71
2003M04,71
2003M05,71
2003M06,71
2003M07,71
2003M08,71
2003M09,71
2003M10,71
2003M11,71
2003M12,71
2004M01,73
2004M02,73
2004M03,73
2004M04,74
2004M05,74
2004M06,74
2004M07,74
2004M08,74
2004M09,74
2004M10,75
2004M11,75
2004M12,75
2005M01,102
2005M02,105
2005M03,104
2005M04,104
2005M05,105
2005M06,104
2005M07,104
2005M08,106
2005M09,105
2005M10,105
2005M11,106
2005M12,106
2006M01,109
2006M02,110
2006M03,109
2006M04,109
2006M05,110
2006M06,109
2006M07,109
2006M08,110
2006M09,109
2006M10,109
2006M11,110
2006M12,109
2007M01,114
2007M02,115
2007M03,113
2007M04,113
2007M05,114
2007M06,113
2007M07,113
2007M08,114
2007M09,113
2007M10,113
2007M11,114
2007M12,114
2008M01,114
2008M02,115
2008M03,114
2008M04,114
2008M05,115
2008M06,114
2008M07,114
2008M08,115
2008M09,114
2008M10,114
2008M11,115
2008M12,114
2009M01,114
2009M02,116
2009M03,115
2009M04,115
2009M05,116
2009M06,115
2009M07,115
2009M08,116
2009M09,115
2009M10,115
2009M11,116
2009M12,115
2010M01,165
2010M02,166
2010M03,165
2010M04,165
2010M05,166
2010M06,165
2010M07,165
2010M08,166
2010M09,165
2010M10,166
2010M11,167
2010M12,166
2011M01,166
2011M02,166
2011M03,166
2011M04,166
2011M05,166
2011M06,166
2011M07,167
2011M08,167
2011M09,167
2011M10,167
2011M11,167
2011M12,167
2012M01,168
2012M02,168
2012M03,168
2012M04,168
2012M05,168
2012M06,168
2012M07,168
2012M08,168
2012M09,168
2012M10,168
2012M11,168
2012M12,169
2013M01,169
2013M02,169
2013M03,169
2013M04,169
2013M05,169
2013M06,169
2013M07,169
2013M08,169
2013M09,169
2013M10,169
2013M11,168
2013M12,168
2014M01,168
2014M02,168
2014M03,168
2014M04,168
2014M05,168
2014M06,167
2014M07,167
