DATE,AUSTRIA_ER,BELGIUM_ER,BRAZIL_ER,CANADA_ER,CHILE_ER,CHINA_P_R_MAINLAND_ER,COLOMBIA_ER,CZECH_REPUBLIC_ER,DENMARK_ER,FINLAND_ER,FRANCE_ER,GERMANY_ER,GREECE_ER,HUNGARY_ER,ICELAND_ER,INDIA_ER,INDONESIA_ER,IRELAND_ER,ISRAEL_ER,ITALY_ER,JAPAN_ER,KOREA_REPUBLIC_OF_ER,LUXEMBOURG_ER,MEXICO_ER,MOLDOVA_ER,NETHERLANDS_ER,NORWAY_ER,POLAND_ER,PORTUGAL_ER,RUSSIAN_FEDERATION_ER,SOUTH_AFRICA_ER,SPAIN_ER,SWEDEN_ER,SWITZERLAND_ER,TURKEY_ER,UNITED_KINGDOM_ER,UNITED_STATES_ER,AUSTRIA_CPI,BELGIUM_CPI,BRAZIL_CPI,CANADA_CPI,CHILE_CPI,CHINA_P_R_MAINLAND_CPI,COLOMBIA_CPI,CZECH_REPUBLIC_CPI,DENMARK_CPI,FINLAND_CPI,FRANCE_CPI,GERMANY_CPI,GREECE_CPI,HUNGARY_CPI,ICELAND_CPI,INDIA_CPI,INDONESIA_CPI,IRELAND_CPI,ISRAEL_CPI,ITALY_CPI,JAPAN_CPI,KOREA_REPUBLIC_OF_CPI,LUXEMBOURG_CPI,MEXICO_CPI,MOLDOVA_CPI,NETHERLANDS_CPI,NORWAY_CPI,POLAND_CPI,PORTUGAL_CPI,RUSSIAN_FEDERATION_CPI,SOUTH_AFRICA_CPI,SPAIN_CPI,SWEDEN_CPI,SWITZERLAND_CPI,TURKEY_CPI,UNITED_KINGDOM_CPI,UNITED_STATES_CPI
2016M06,###,###,3.44,1.29,681.07,6.60,"2,991.68",24.10,6.62,###,###,###,###,279.36,123.33,67.30,"13,355.05",###,3.86,###,105.49,"1,168.36",###,18.65,19.82,###,8.31,3.92,###,65.31,15.08,###,8.31,0.97,2.92,0.70,1.00,101.1,103.19,4691.593,129.1,95.42,101.4,92.54,100.6,100.6,100.39,100.63,100.7,105.6481,136.2,154.5129,105.9611093,124.29,101.4,99.2,99.9,99.9,100.79,100.66,89.32403,86.34601023,100.26,103.8,122.3,101.809,162.1536,97.9,100.537,316.54,100.706,279.33,101,110.5305759
2016M07,###,###,3.28,1.31,657.46,6.68,"2,962.34",24.44,6.72,###,###,###,###,284.24,121.98,67.21,"13,118.82",###,3.86,###,103.97,"1,141.70",###,18.57,19.81,###,8.46,3.97,###,64.33,14.41,###,8.56,0.98,2.95,0.76,1.00,100.7,103.31,4715.99,128.9,95.65,101.6,93.02,100.9,100.5,100.32,100.25,101.1,103.9057,135.9,154.0337,107.1087026,125.15,101.2,99.6,100.1,99.6,100.6,99.55,89.55692,85.56198846,100.76,104.5,121.9,101.136,163.0292,98.7,99.806,316.73,100.2591,282.58,100.9,110.3517224
2016M08,###,###,3.21,1.30,658.79,6.65,"2,963.82",24.10,6.64,###,###,###,###,276.91,117.85,66.94,"13,165.00",###,3.80,###,101.27,"1,111.68",###,18.48,19.77,###,8.30,3.84,###,64.92,13.76,###,8.47,0.97,2.96,0.76,1.00,100.5,103.26,4736.74,128.7,95.7,101.7,92.73,100.8,100.2,100.37,100.58,101,103.5515,135.4,154.5791,106.3436404,125.13,101,99.3,100.3,99.7,100.86,100.7,89.80933,85.24190106,100.88,103.9,121.7,100.91,163.0455,98.6,99.934,316.38,100.1583,281.76,101.2,110.4530727
2016M09,###,###,3.26,1.31,668.63,6.67,"2,919.41",24.10,6.64,###,###,###,###,275.41,114.77,66.74,"13,118.24",###,3.77,###,101.94,"1,106.77",###,19.14,19.78,###,8.20,3.86,###,64.60,14.02,###,8.53,0.97,2.96,0.76,1.00,101.2,103.04,4740.53,128.8,95.93,102.4,92.68,100.5,100.2,100.54,100.34,101,105.3922,135.6,155.3227,105.9611093,125.41,100.6,99.2,100.1,99.8,101.46,100.75,90.35774,85.75113618,100.57,104.2,121.7,101.611,163.3227,98.8,99.939,316.91,100.2192,282.27,101.5,110.7186015
2016M10,###,###,3.19,1.33,663.92,6.75,"2,932.69",24.50,6.75,###,###,###,###,278.12,114.14,66.75,"13,017.24",###,3.82,###,103.82,"1,125.78",###,18.95,19.89,###,8.16,3.91,###,62.68,13.97,###,8.81,0.99,3.07,0.81,1.00,101.5,103.34,4752.86,129.1,96.09,102.3,92.62,100.8,100.4,100.75,100.37,101.2,105.8026,136.4,155.318,106.3436404,125.59,100.1,99.4,100,100.4,101.6,100.72,90.90615,86.88965401,100.83,104.7,122.3,101.959,164.025,99.3,101.081,318,100.2712,286.33,101.6,110.8566397
2016M11,###,###,3.34,1.34,666.12,6.83,"3,097.48",25.03,6.89,###,###,###,###,286.13,112.20,67.63,"13,310.50",###,3.84,###,107.62,"1,159.94",###,19.94,20.07,###,8.41,4.06,###,64.36,13.92,###,9.12,1.00,3.28,0.80,1.00,101.6,103.41,4761.42,128.6,96.14,102.4,92.73,101.2,100.3,100.77,100.35,100.5,104.5744,136.5,155.2634,105.9611093,126.18,100,99,99.9,100.4,101.45,100.8,91.61684,87.94957745,100.49,104.9,122.4,101.446,164.7467,99.6,101.447,318.1,100.0729,287.81,101.8,110.6842065
2016M12,###,###,3.35,1.33,667.17,6.92,"3,009.52",25.64,7.05,###,###,###,###,295.78,112.53,67.90,"13,417.67",###,3.83,###,115.90,"1,183.30",###,20.51,20.16,###,8.56,4.20,###,62.18,13.84,###,9.21,1.02,3.49,0.80,1.00,102.1,103.54,4775.7,128.4,95.94,102.6,93.11,101.5,100.3,101.02,100.65,101.2,105.6362,137,155.4825,105.1960472,126.71,100,99,100.3,100.1,101.56,101.04,92.03903,88.4089381,100.71,104.4,123.3,101.486,165.4057,100,102.049,319.68,99.9933,292.54,102.2,110.7204359
2017M01,###,###,3.20,1.32,661.19,6.90,"2,943.09",25.46,7.01,###,###,###,###,290.98,114.36,68.08,"13,358.71",###,3.82,###,114.75,"1,182.24",###,21.37,20.13,###,8.48,4.12,###,59.96,13.54,###,8.96,1.01,3.74,0.81,1.00,101.8,104.28,4793.85,129.5,96.46,103.7,94.07,102.3,100.3,100.41,100.41,100.6,104.7599,137.6,154.5941,104.8135161,127.94,99.5,98.8,100.6,100,102.64,100.39,93.60388,89.49672167,100.35,104.3,123.8,100.885,166.4312,100.6,101.488,317.5,99.9591,299.74,101.8,111.3656844
2017M02,###,###,3.10,1.31,643.21,6.87,"2,880.57",25.39,6.99,###,###,###,###,289.93,111.52,67.08,"13,340.84",###,3.73,###,113.07,"1,143.36",###,20.38,19.99,###,8.33,4.05,###,58.39,13.26,###,8.90,1.00,3.67,0.80,1.00,102.1,104.67,4809.67,129.7,96.69,103.5,95.01,102.7,101.1,100.92,100.53,101.2,104.461,138.1,155.7064,104.8135161,128.24,100.1,98.8,101,99.8,102.92,101.77,94.14478,90.54857664,101.09,104.7,124.2,100.653,166.7973,101.7,101.122,319.73,100.4411,302.17,102.4,111.7160539
2017M03,###,###,3.13,1.34,661.20,6.90,"2,943.22",25.29,6.99,###,###,###,###,289.84,109.48,65.88,"13,345.50",###,3.65,###,113.01,"1,133.95",###,19.41,19.75,###,8.51,4.02,###,58.10,12.94,###,8.92,1.00,3.67,0.81,1.00,102.6,104.91,4821.69,129.9,97.06,103.2,95.46,102.7,101.2,100.91,101.17,101.4,106.333,138,155.7938,105.1960472,128.22,100.7,99.1,101,99.9,102.85,101.78,94.72249,90.91158589,101.44,105,124.1,102.417,167.0142,102.2,101.101,319.68,100.6578,305.24,102.7,111.8068565
2017M04,###,###,3.14,1.34,655.74,6.89,"2,873.49",25.02,6.93,###,###,###,###,290.44,110.44,64.51,"13,306.39",###,3.65,###,110.06,"1,133.57",###,18.76,19.35,###,8.58,3.96,###,56.43,13.51,###,8.95,1.00,3.65,0.79,1.00,102.8,105.09,4828.44,130.4,97.3,103.2,95.9,102.7,101.4,101.22,101.26,101.8,107.0124,138.5,156.5912,105.9611093,128.33,101.1,99.3,101.4,100.3,102.72,102.04,94.83894,92.19662115,101.98,105.2,124.5,103.393,167.5653,102.3,102.073,321.54,100.8602,309.23,103.2,112.1384235
2017M05,###,###,3.21,1.36,671.39,6.89,"2,925.08",24.02,6.73,###,###,###,###,280.50,103.13,64.42,"13,323.35",###,3.60,###,112.26,"1,124.65",###,18.79,18.67,###,8.52,3.81,###,57.17,13.29,###,8.78,0.99,3.57,0.77,1.00,102.9,105,4843.41,130.5,97.42,103.3,96.12,102.9,101.3,101.06,101.31,101.8,106.0624,138.8,156.8959,106.3436404,128.83,100.9,99.7,101.2,100.4,102.83,102.12,94.72549,93.05736881,101.65,105.4,124.5,103.149,168.1853,102.6,102.011,321.74,101.0476,310.61,103.5,112.2342706
2017M06,###,###,3.29,1.33,665.15,6.81,"2,958.36",23.39,6.62,###,###,###,###,274.52,101.41,64.44,"13,298.25",###,3.53,###,110.91,"1,131.62",###,18.19,18.24,###,8.46,3.75,###,57.82,12.92,###,8.69,0.97,3.52,0.78,1.00,103,104.84,4832.27,130.4,97.04,103.1,96.23,102.9,101.2,101.14,101.32,102.1,106.7215,138.78,156.8984,107.1087026,129.72,101,99,101.1,100.2,102.61,102.17,94.96364,92.6494053,101.37,105.8,124.3,102.734,169.2113,102.8,102.055,321.97,100.9046,309.78,103.5,112.3360796
2017M07,###,###,3.21,1.27,658.17,6.77,"3,038.11",22.62,6.46,###,###,###,###,266.64,104.81,64.46,"13,342.10",###,3.55,###,112.39,"1,133.13",###,17.85,18.14,###,8.17,3.68,###,59.67,13.13,###,8.33,0.96,3.56,0.77,1.00,102.7,105.15,4843.87,130.4,97.27,103,96.18,103.4,102,100.85,100.97,102.5,104.9442,138.83,156.8482,109.021358,130,101,98.9,101.2,100.1,102.78,101.46,95.32274,91.79675283,102.11,106.1,124.1,102.048,169.3297,103,101.351,323.69,100.5892,310.24,103.5,112.2585764
2017M08,###,###,3.15,1.26,644.24,6.67,"2,974.04",22.11,6.30,###,###,###,###,257.57,106.06,63.97,"13,341.82",###,3.60,###,109.91,"1,131.40",###,17.81,17.91,###,7.89,3.61,###,59.65,13.23,###,8.09,0.96,3.51,0.77,1.00,102.6,105.22,4853.07,130.5,97.47,103.5,96.31,103.3,101.7,101.11,101.49,102.6,104.4756,138.89,157.2617,109.021358,129.91,101.4,99.2,101.5,100.3,103.37,102.68,95.79377,91.4497611,102.27,105.3,124,102.056,168.4153,103.1,101.553,323.18,100.6218,311.85,104,112.5947293
2017M09,###,###,3.13,1.23,625.54,6.57,"2,917.61",21.87,6.24,###,###,###,###,258.75,106.29,64.44,"13,303.47",###,3.54,###,110.72,"1,132.93",###,17.80,17.70,###,7.83,3.58,###,57.69,13.16,###,8.00,0.96,3.47,0.75,1.00,103.6,105.11,4860.83,130.8,97.32,104.1,96.36,103.2,101.8,101.32,101.33,102.7,106.4509,139.02,157.467,109.021358,130.08,100.8,99.3,101.2,100.5,103.49,102.52,96.09351,92.28707511,102.03,105.9,124.5,103.023,168.1627,103.6,101.73,323.62,100.8727,313.88,104.3,113.1909078
2017M10,###,###,3.19,1.26,629.55,6.62,"2,954.57",21.92,6.33,###,###,###,###,263.70,105.52,65.08,"13,526.00",###,3.51,###,112.96,"1,129.48",###,18.72,17.43,###,7.99,3.63,###,57.73,13.71,###,8.18,0.98,3.67,0.76,1.00,103.7,105.41,4881.25,130.9,97.89,104.2,96.37,103.7,101.9,101.3,101.43,102.5,106.5584,139.4,158.212,109.7864201,130.09,100.7,99.6,101,100.6,103.39,102.63,96.69827,93.71327957,102.17,106,125.1,103.378,168.499,103.9,102.668,323.38,100.9339,320.4,104.4,113.1193664
2017M11,###,###,3.26,1.28,633.69,6.63,"3,015.95",21.76,6.34,###,###,###,###,265.62,104.27,64.86,"13,527.36",###,3.52,###,112.99,"1,102.82",###,18.98,17.49,###,8.19,3.60,###,58.92,14.06,###,8.39,0.99,3.88,0.76,1.00,103.9,105.55,4894.92,131.3,97.98,104.2,96.54,103.8,101.6,101.55,101.53,102.1,105.7693,139.9,157.9546,110.1689512,130.35,100.5,99.3,100.8,100.9,102.62,102.35,97.69518,94.38370437,102,106.1,125.7,103.018,168.8697,104,103.137,324.04,100.8606,325.18,104.7,113.122118
2017M12,###,###,3.29,1.28,636.92,6.59,"2,991.83",21.67,6.29,###,###,###,###,264.71,104.79,64.24,"13,556.21",###,3.50,###,112.95,"1,085.95",###,19.06,17.18,###,8.31,3.55,###,58.59,13.25,###,8.40,0.99,3.85,0.75,1.00,104.3,105.75,4916.46,130.8,98.12,104.5,96.91,103.9,101.3,101.51,101.85,102.6,106.3251,140,158.3913,109.4038891,131.28,100.4,99.4,101.2,101.2,102.99,102.41,98.27288,94.87393333,101.97,106.1,126,102.974,169.579,104.5,103.184,325.23,100.8319,327.41,105,113.0556212
2018M01,###,###,3.21,1.24,605.60,6.43,"2,868.90",20.87,6.10,###,###,###,###,253.61,102.80,63.64,"13,380.36",###,3.42,###,110.77,"1,066.54",###,19.00,16.96,###,7.91,3.41,###,56.78,12.20,###,8.05,0.96,3.77,0.72,1.00,103.6,106.06,4930.72,131.7,98.57,105.2,97.52,104.5,101,101.21,101.75,102,104.5762,140.4,158.2602,110.1689512,132.1,99.7,98.9,101.5,101.3,103.42,101.53,98.795,94.8795309,101.82,106,126.4,101.926,170.1047,104.9,102.071,322.51,100.699,330.75,104.5,113.6715194
2018M02,###,###,3.24,1.26,597.03,6.31,"2,860.36",20.51,6.03,###,###,###,###,252.19,100.89,64.37,"13,590.05",###,3.49,###,107.90,"1,080.70",###,18.63,16.68,###,7.83,3.37,###,56.81,11.84,###,8.05,0.93,3.78,0.72,1.00,103.9,106.22,4946.5,132.5,98.62,106.5,98.21,104.5,101.7,101.52,101.72,102.3,104.5232,140.7,159.1899,109.7864201,132.32,100.6,99,101.5,101.3,104.21,102.81,99.17137,95.05619658,102.31,107,126.1,101.234,170.4619,105.6,102.208,324.87,101.0719,333.17,104.9,114.1869845
2018M03,###,###,3.28,1.29,603.14,6.32,"2,851.66",20.62,6.04,###,###,###,###,253.31,99.63,65.02,"13,758.29",###,3.47,###,106.00,"1,071.21",###,18.68,16.59,###,7.77,3.42,###,57.03,11.83,###,8.24,0.95,3.88,0.72,1.00,104.5,106.37,4950.95,132.9,98.82,105.3,98.45,104.4,101.7,101.73,102.75,102.9,106.0844,140.8,160.0876,109.7864201,132.58,100.9,99.3,101.8,101,104.1,102.9,99.49216,95.15838199,102.47,107.3,126,103.122,170.9562,106,102.329,325.76,101.4584,336.48,105.1,114.4451757
2018M04,###,###,3.41,1.27,600.55,6.30,"2,765.96",20.66,6.06,###,###,###,###,253.58,99.59,65.64,"13,802.95",###,3.54,###,107.52,"1,068.05",###,18.35,16.44,###,7.84,3.42,###,60.43,12.11,###,8.45,0.97,4.05,0.71,1.00,104.7,106.69,4961.84,133.3,99.13,105.1,98.9,104.7,102.2,101.98,102.92,103.1,107.0523,141.7,160.1431,110.1689512,132.71,100.7,99.7,101.9,100.9,104.29,103.13,99.15485,95.59934594,103.11,107.7,126.6,103.803,171.6059,106.7,103.174,327.1,101.6703,342.78,105.5,114.9001057
2018M05,###,###,3.64,1.29,625.44,6.37,"2,857.68",21.72,6.31,###,###,###,###,267.77,103.98,67.54,"14,059.70",###,3.54,###,109.70,"1,077.05",###,19.49,16.67,###,8.10,3.62,###,62.21,12.54,###,8.76,1.00,4.40,0.74,1.00,104.9,106.91,4981.69,133.4,99.41,104.9,99.16,105.2,102.4,102.09,103.36,103.9,106.7049,142.6,160.0266,110.5514823,132.99,101.3,100.2,102.2,101,104.34,103.48,98.99408,95.62238538,103.42,107.8,126.9,104.225,172.258,107,104.104,327.86,102.0573,348.34,105.9,115.3779657
2018M06,###,###,3.77,1.31,636.15,6.47,"2,891.97",22.07,6.38,###,###,###,###,276.36,106.85,67.79,"14,036.14",###,3.60,###,110.03,"1,095.96",###,20.31,16.86,###,8.11,3.69,###,62.71,13.30,###,8.80,0.99,4.63,0.75,1.00,105.1,107.02,5044.46,133.6,99.51,104.9,99.31,105.6,102.3,102.32,103.37,104,107.7584,143.1,161.0064,111.3165445,133.77,101.4,100.3,102.4,100.9,104.13,103.65,99.37646,95.6271665,103.1,108.5,127,104.292,173.102,107.3,104.376,328.62,102.0615,357.44,105.9,115.5618638
2018M07,###,###,3.83,1.31,652.43,6.72,"2,884.25",22.12,6.38,###,###,###,###,278.00,106.48,68.69,"14,414.50",###,3.65,###,111.42,"1,123.05",###,19.12,16.70,###,8.13,3.71,###,62.88,13.38,###,8.82,0.99,4.75,0.76,1.00,104.9,107.43,5061.11,134.3,99.86,105.2,99.18,105.8,103.1,102.23,103.28,104.4,105.8383,143.5,161.0903,115.1418553,134.14,101.8,100.3,102.7,101,103.93,102.94,99.9091,94.50698987,104.28,109.3,126.7,103.656,173.5694,108.2,103.628,330.33,101.8268,359.41,105.9,115.56966
2018M08,###,###,3.93,1.30,656.25,6.85,"2,959.57",22.24,6.46,###,###,###,###,279.59,107.63,69.55,"14,559.86",###,3.67,###,111.06,"1,120.96",###,18.81,16.61,###,8.33,3.72,###,66.09,14.09,###,9.06,0.99,5.80,0.78,1.00,104.9,107.58,5056.56,134.2,100.04,105.9,99.3,105.9,102.7,102.38,103.78,104.5,105.489,143.6,161.3824,115.1418553,134.07,102.1,100.4,103.1,101.6,104.85,104.34,100.492,94.34613897,104.4,108.9,126.7,103.298,173.5868,108.1,103.776,329.63,101.8101,367.66,106.5,115.6338639
2018M09,###,###,4.12,1.30,680.94,6.86,"3,039.04",21.96,6.40,###,###,###,###,278.53,110.54,72.22,"14,868.74",###,3.59,###,111.95,"1,120.19",###,19.05,16.78,###,8.25,3.68,###,67.65,14.80,###,8.96,0.97,6.34,0.77,1.00,105.7,107.58,5080.83,133.7,100.38,106.6,99.46,105.6,102.4,102.6,103.56,104.7,107.6117,144,161.7958,115.1418553,133.83,101.7,100.5,102.6,101.7,105.65,104.58,100.917,94.48105395,103.95,109.5,127,104.463,173.8645,108.6,104.029,331.14,101.8708,390.84,106.6,115.7682333
2018M10,###,###,3.76,1.30,677.10,6.94,"3,083.09",22.49,6.50,###,###,###,###,282.07,116.92,73.63,"15,178.87",###,3.66,###,112.78,"1,132.78",###,19.06,17.00,###,8.25,3.75,###,65.89,14.48,###,9.04,0.99,5.85,0.77,1.00,106,108.31,5103.69,134.1,100.74,106.8,99.58,106,102.7,102.85,103.67,104.9,108.4431,144.8,162.7123,115.5243864,134.2,101.6,100.8,102.6,102,105.46,104.69,101.44,94.84494773,104.32,109.3,127.5,104.369,174.473,109.1,104.991,330.72,102.0508,401.27,106.7,115.9727684
2018M11,###,###,3.79,1.32,678.53,6.94,"3,197.70",22.82,6.56,###,###,###,###,283.79,122.98,71.85,"14,696.86",###,3.71,###,113.38,"1,127.55",###,20.25,17.11,###,8.47,3.79,###,66.24,14.13,###,9.05,1.00,5.38,0.78,1.00,106.2,108.48,5092.97,133.5,100.74,106.4,99.7,105.9,102.4,102.83,103.45,104.2,106.813,144.3,163.1156,115.5243864,134.56,101.1,100.5,102.4,101.8,104.71,104.66,102.303,95.24908205,104.07,109.8,127.5,103.902,175.3454,109.3,104.876,330.4,101.7905,395.48,106.9,115.5843352
2018M12,###,###,3.88,1.34,682.17,6.89,"3,208.26",22.69,6.56,###,###,###,###,283.74,121.32,70.73,"14,496.95",###,3.75,###,112.57,"1,122.65",###,20.18,17.23,###,8.60,3.77,###,67.30,14.19,###,9.03,0.99,5.30,0.79,1.00,106.3,108.22,5100.61,133.4,100.64,106.5,100,106,102.1,102.71,103.47,104.2,106.9239,143.8,164.3134,115.1418553,135.39,101.1,100.2,102.3,101.5,104.35,104.32,103.02,95.71342133,103.97,109.8,127.5,103.658,176.8183,109.1,104.405,331.87,101.5292,393.88,107.1,115.2151631
