DATE,AUSTRIA_ER,BELGIUM_ER,BRAZIL_ER,CANADA_ER,CHILE_ER,CHINA_P_R_MAINLAND_ER,COLOMBIA_ER,CZECH_REPUBLIC_ER,DENMARK_ER,FINLAND_ER,FRANCE_ER,GERMANY_ER,GREECE_ER,HUNGARY_ER,ICELAND_ER,INDIA_ER,INDONESIA_ER,IRELAND_ER,ISRAEL_ER,ITALY_ER,JAPAN_ER,KOREA_REPUBLIC_OF_ER,LUXEMBOURG_ER,MEXICO_ER,MOLDOVA_ER,NETHERLANDS_ER,NORWAY_ER,POLAND_ER,PORTUGAL_ER,RUSSIAN_FEDERATION_ER,SOUTH_AFRICA_ER,SPAIN_ER,SWEDEN_ER,SWITZERLAND_ER,TURKEY_ER,UNITED_KINGDOM_ER,UNITED_STATES_ER,AUSTRIA_CPI,BELGIUM_CPI,BRAZIL_CPI,CANADA_CPI,CHILE_CPI,CHINA_P_R_MAINLAND_CPI,COLOMBIA_CPI,CZECH_REPUBLIC_CPI,DENMARK_CPI,FINLAND_CPI,FRANCE_CPI,GERMANY_CPI,GREECE_CPI,HUNGARY_CPI,ICELAND_CPI,INDIA_CPI,INDONESIA_CPI,IRELAND_CPI,ISRAEL_CPI,ITALY_CPI,JAPAN_CPI,KOREA_REPUBLIC_OF_CPI,LUXEMBOURG_CPI,MEXICO_CPI,MOLDOVA_CPI,NETHERLANDS_CPI,NORWAY_CPI,POLAND_CPI,PORTUGAL_CPI,RUSSIAN_FEDERATION_CPI,SOUTH_AFRICA_CPI,SPAIN_CPI,SWEDEN_CPI,SWITZERLAND_CPI,TURKEY_CPI,UNITED_KINGDOM_CPI,UNITED_STATES_CPI
1993M01,11.36,33.26,0.01,1.28,383.93,5.76,816.17,28.93,6.24,5.42,5.48,1.62,215.82,83.83,63.79,26.20,"2,064.78",0.61,2.78,"1,492.63",125.01,791.99,33.26,3.11,###,1.82,6.88,1.59,145.51,0.57,3.07,114.59,7.25,1.48,0.01,0.65,1.00,65.09627,66.33353,5.057917,85,34.81873,41.34689,12.54,41.83125,64.65215,71.76969,71.94,70.7036,46.61612,21.55742,58.15424,19.98289576,14.24352,62.76681,42.7,59.56115,96.1,47.91,64.3955,12.97732,0.218112933,63.27536,64,24.71119,57.347,0.150266,24.55911,56.26231,241.46,87.0056,0.4702718,62.4,65.39619501
1993M02,11.55,33.84,0.01,1.26,387.91,5.77,824.56,29.03,6.31,5.83,5.56,1.64,220.40,85.80,64.87,26.20,"2,066.63",0.68,2.80,"1,548.74",120.96,796.59,33.84,3.10,###,1.85,6.98,1.61,149.65,0.66,3.12,117.50,7.51,1.52,0.01,0.70,1.00,65.47404,66.50412,6.321384,85.3,34.95927,41.5811,12.94,42.45417,64.82605,71.99989,72.19,71.26326,46.75868,21.92833,58.5335,19.98289576,14.52945,62.76681,43.2,59.76886,96.2,48.234,64.58502,13.08335,0.277003425,63.62952,64.2,25.57521,57.775,0.1873817,24.6435,56.28031,242.14,87.5641,0.4889725,62.7,65.62549443
1993M03,11.59,33.93,0.01,1.25,397.22,5.73,832.90,29.04,6.33,5.97,5.59,1.65,223.45,87.12,64.99,31.26,"2,069.13",0.64,2.79,"1,591.36",117.07,793.25,33.93,3.11,###,1.85,7.00,1.66,152.23,0.76,3.18,117.70,7.74,1.52,0.01,0.68,1.00,65.73251,66.61785,8.044595,85.2,35.15759,42.35071,13.18,42.69375,64.96516,72.09855,72.56,71.44981,48.48776,22.09692,58.59671,20.14872681,14.74765,62.76681,43.8,59.97657,96.4,48.843,64.76862,13.15959,0.349578322,64.04269,64.8,26.09363,58.007,0.2250455,24.98108,56.47823,243.17,88.0304,0.512285,63,65.85479385
1993M04,11.23,32.85,0.01,1.26,401.19,5.71,841.59,28.50,6.13,5.60,5.40,1.60,217.42,87.65,63.07,31.31,"2,070.73",0.62,2.74,"1,535.41",112.45,795.84,32.85,3.10,###,1.79,6.77,1.66,148.00,0.89,3.17,115.56,7.46,1.46,0.01,0.65,1.00,65.73251,66.67472,10.27697,85.2,35.65025,43.57439,13.44,42.93333,65.03471,72.36163,72.65,71.63636,49.12928,22.27675,58.78635,20.31456168,14.77023,62.66812,44.4,60.23621,97.1,49.127,64.91076,13.23548,0.400966336,64.2788,64.9,26.69845,58.335,0.267129,25.65625,56.72578,244.19,88.2979,0.5347539,63.4,66.03823339
1993M05,11.30,33.04,0.02,1.27,404.98,5.72,846.45,28.61,6.18,5.48,5.41,1.61,217.90,87.67,63.22,31.33,"2,076.63",0.66,2.73,"1,476.51",110.40,799.99,33.04,3.12,###,1.80,6.79,1.68,151.85,1.08,3.18,121.03,7.33,1.45,0.01,0.65,1.00,65.85181,66.78134,13.12266,85.4,36.17025,44.22674,13.66,43.07708,65.41727,72.4011,72.75,71.72964,49.2395,22.36667,58.91277,20.39747529,14.78527,62.66812,44.5,60.44392,97.2,49.29,65.04697,13.31114,0.443468767,64.21977,64.9,27.21687,58.608,0.3154793,25.74064,56.88227,243.62,88.3497,0.5600068,63.6,66.12995315
1993M06,11.63,33.93,0.02,1.28,403.30,5.74,858.73,29.07,6.32,5.55,5.57,1.65,225.03,90.27,65.20,31.40,"2,083.41",0.68,2.77,"1,499.84",107.34,802.68,33.93,3.12,###,1.85,6.98,1.74,157.34,1.03,3.24,126.91,7.42,1.47,0.01,0.66,1.00,66.01087,66.78845,17.06864,85.4,36.34905,44.16555,13.87,43.50834,65.38249,72.30244,72.71,71.91619,49.78917,22.42286,58.84956,20.72914122,14.8229,62.66812,44.7,60.80742,97.1,49.533,65.08843,13.3858,0.592474273,63.98367,65,27.56248,58.742,0.3782597,25.86724,57.02349,242.82,88.3271,0.570271,63.6,66.22167292
1993M07,12.07,35.44,0.03,1.28,404.79,5.76,867.66,29.83,6.64,5.78,5.83,1.71,234.65,94.59,71.71,31.37,"2,093.00",0.71,2.82,"1,582.91",107.73,806.20,35.44,3.12,###,1.93,7.31,1.80,167.27,0.99,3.35,134.43,7.97,1.51,0.01,0.67,1.00,66.76642,67.22916,22.31213,85.6,36.70665,43.85954,14.04,43.60417,65.27816,72.11828,72.77,72.2893,48.82652,22.5465,59.41846,20.97789353,14.92824,63.26026,44.7,61.01513,97.4,49.493,65.31941,13.45012,0.817022022,64.39685,64.9,27.90809,59.087,0.4629899,26.07823,57.22742,242.35,88.2724,0.5981111,63.4,66.22167292
1993M08,11.94,36.44,0.04,1.31,407.66,5.78,876.48,29.67,6.92,5.83,5.93,1.70,237.73,95.28,71.51,31.37,"2,097.38",0.72,2.86,"1,605.08",103.71,810.21,36.44,3.11,###,1.91,7.36,1.85,173.48,1.07,3.36,138.72,8.06,1.50,0.01,0.67,1.00,66.98513,67.51348,29.66621,85.7,37.49054,44.7995,14.22,43.7,65.38249,72.0262,72.77,72.2893,49.02346,22.93988,59.92414,21.22664201,14.97338,63.26026,45,61.06705,97.6,49.655,65.51485,13.52211,1.006571132,64.81003,64.8,28.51291,59.316,0.5833673,26.20482,57.56984,242.61,88.7076,0.6140839,63.7,66.40511246
1993M09,11.42,34.83,0.05,1.32,408.19,5.79,885.44,28.84,6.64,5.78,5.68,1.62,232.43,93.46,69.36,31.37,"2,105.42",0.70,2.86,"1,567.98",105.28,808.57,34.83,3.11,###,1.82,7.08,1.96,166.32,1.19,3.41,130.64,8.02,1.42,0.01,0.66,1.00,66.50794,67.39265,40.25408,85.7,37.927,45.97549,14.38,44.13125,65.59116,72.17747,73,72.19602,50.26902,23.59178,60.11378,21.4753905,15.011,63.26026,45.5,61.22284,97.7,49.898,65.59185,13.62226,1.402153586,65.22321,65.1,29.20413,59.485,0.7175418,26.28922,57.89536,244.77,88.6531,0.64842,64,66.54269211
1993M10,11.51,35.65,0.07,1.33,412.59,5.79,894.53,28.91,6.63,5.75,5.75,1.64,237.21,97.85,69.94,31.37,"2,107.90",0.70,2.89,"1,625.71",106.92,810.21,35.65,3.11,###,1.84,7.16,2.01,169.36,1.19,3.39,132.23,8.02,1.44,0.01,0.67,1.00,66.4483,67.47083,53.90826,85.9,38.90297,46.30959,14.53,44.51458,65.76505,72.27613,73.13,72.19602,51.22211,23.97392,60.49305,21.72414281,15.1013,63.45764,46.1,61.5344,97.6,50.1,65.78729,13.67797,2.012090397,65.22321,65.1,29.72255,59.803,0.8574623,26.5002,58.11128,245.5,88.7192,0.6931047,64,66.81785142
1993M11,11.97,36.22,0.09,1.32,412.50,5.79,899.39,29.64,6.77,5.81,5.91,1.70,243.64,99.72,71.64,31.37,"2,102.19",0.71,2.95,"1,668.17",107.80,807.12,36.22,3.16,###,1.91,7.39,2.07,173.96,1.24,3.37,137.47,8.26,1.50,0.01,0.68,1.00,66.50794,67.56324,73.07805,86.3,38.93654,46.71099,14.72,44.85,65.86938,72.1709,73.2,72.2893,51.62112,24.10879,60.49305,21.9728913,15.16149,63.45764,46.5,61.74212,97.1,50.019,66.01234,13.7383,2.468834917,65.22321,65.1,30.93219,60.175,0.9980862,26.5424,58.20888,245.6,88.5997,0.7374238,63.8,66.8637113
1993M12,12.03,35.73,0.12,1.33,425.73,5.81,912.88,29.76,6.71,5.75,5.85,1.71,245.33,99.97,71.95,31.37,"2,108.04",0.71,2.97,"1,689.64",109.70,809.40,35.73,3.11,###,1.92,7.42,2.11,174.65,1.25,3.38,140.35,8.37,1.46,0.01,0.67,1.00,66.60736,67.66276,100,86.1,39.01384,48.12294,14.89,45.32917,65.73027,72.12486,73.17,72.47585,52.11641,24.44598,60.17699,21.88997386,15.24426,63.45764,46.8,61.84597,97.2,50.303,66.07749,13.84305,3.930385187,64.92808,65,32.66024,60.329,1.122847,26.6268,58.48532,244.66,88.7104,0.7641109,64,66.8637113
1994M01,12.25,36.24,0.17,1.32,430.45,8.70,921.20,30.12,6.77,5.69,5.92,1.74,250.28,101.86,72.97,31.37,"2,116.90",0.70,2.98,"1,700.18",111.51,810.48,36.24,3.11,###,1.95,7.48,2.16,176.16,###,3.41,143.04,8.13,1.47,0.01,0.67,1.00,67.10442,67.93997,141.31,86.1,39.42062,50.07108,15.36,46.43125,65.79983,71.93412,73.26,72.84896,51.87685,25.22151,59.98736,21.80706025,15.43989,63.8524,47.2,62.15754,97.3,50.953,66.09526,13.95037,4.673227988,65.16418,64.9,33.26506,61.066,1.323837,27.00658,59.07638,245.42,88.8142,0.7978002,64,67.04715084
1994M02,12.22,35.81,0.24,1.34,428.69,8.70,929.73,30.07,6.77,5.58,5.90,1.74,250.73,103.00,72.96,31.37,"2,129.00",0.70,2.98,"1,686.49",106.21,805.12,35.81,3.11,###,1.95,7.49,2.19,175.47,###,3.45,141.22,7.97,1.46,0.02,0.68,1.00,67.52197,68.16032,198.22,85.4,39.54321,51.22791,15.92,46.62292,66.0085,72.20378,73.47,73.40862,52.07158,25.56993,60.05057,21.9728913,15.71077,63.8524,47.4,62.41718,97.3,51.52,66.26701,14.02212,5.682645233,65.51833,65.1,33.61067,61.402,1.467076,27.09097,59.09765,246.18,89.1747,0.8497499,64.2,67.27645026
1994M03,11.91,34.87,0.33,1.36,430.45,8.70,819.76,29.59,6.63,5.53,5.76,1.69,246.96,103.04,72.05,31.37,"2,140.22",0.70,2.97,"1,667.62",105.14,807.73,34.87,3.28,###,1.90,7.35,2.20,174.12,###,3.46,138.91,7.90,1.43,0.02,0.67,1.00,67.74068,68.16032,282.96,85.4,39.98825,51.83727,16.28,46.71875,66.07805,72.35506,73.64,73.50189,53.35829,25.82844,60.11378,22.13872617,15.81611,63.8524,47.9,62.57296,97.7,51.966,66.24332,14.09422,6.250909756,65.93151,65.4,34.3019,61.542,1.575786,27.25976,59.29285,247.09,89.1762,0.8992259,64.4,67.50574968
1994M04,11.95,34.96,0.48,1.38,424.47,8.70,832.16,29.63,6.67,5.49,5.81,1.70,249.14,103.20,72.10,31.37,"2,147.95",0.70,2.99,"1,626.50",103.53,808.54,34.96,3.35,###,1.91,7.37,2.24,173.49,###,3.59,138.13,7.88,1.44,0.03,0.67,1.00,67.70091,68.28117,403.73,85.4,40.185,53.03003,16.66,46.91042,66.35628,72.50633,73.84,73.59517,54.16074,26.14315,60.17699,22.30455722,15.86125,64.34585,48.9,62.67682,97.9,52.047,66.30255,14.16325,6.563455244,66.04957,65.5,35.25232,61.89,1.70957,27.42855,59.52622,248.09,89.2227,1.109499,64.9,67.59746945
1994M05,11.66,34.13,0.69,1.38,424.70,8.66,841.39,29.20,6.49,5.41,5.68,1.66,245.44,102.65,70.86,31.37,"2,151.95",0.68,3.02,"1,594.64",103.73,806.55,34.13,3.31,4.07,1.86,7.18,2.25,171.18,###,3.63,136.70,7.72,1.41,0.03,0.67,1.00,67.80032,68.4873,581.49,85.2,40.75809,53.64703,16.92,47.10209,66.66927,72.51291,74,73.78172,54.54359,26.45786,60.17699,22.55330953,15.93649,64.34585,49.4,63.04031,98,52.088,66.43285,14.23168,6.740668536,66.10859,65.5,35.85714,62.029,1.827702,27.59735,59.64781,248.65,88.6689,1.201029,65.1,67.64332934
1994M06,11.46,33.56,0.84,1.38,420.68,8.66,830.88,28.89,6.39,5.43,5.57,1.63,245.25,102.85,70.10,31.37,"2,158.00",0.67,3.05,"1,591.86",102.72,806.64,33.56,3.36,4.07,1.83,7.08,2.26,168.38,###,3.63,134.38,7.81,1.38,0.03,0.66,1.00,67.89973,68.62947,857.29,85.4,40.97515,54.14696,17.07,47.67708,66.73883,73.22981,73.97,73.875,54.92424,26.7276,60.2402,22.96788907,15.95907,64.34585,50.2,63.14417,97.6,52.453,66.46838,14.30289,6.922666586,65.93151,65.7,36.72117,62.116,1.937364,27.76614,59.71215,248.7,88.8085,1.22453,65.1,67.87262876
1994M07,11.05,32.38,0.93,1.38,420.49,8.64,819.12,28.17,6.17,5.20,5.39,1.57,237.28,101.10,68.43,31.37,"2,164.27",0.65,3.03,"1,564.48",98.50,805.12,32.38,3.40,4.06,1.76,6.87,2.26,161.39,###,3.67,129.47,7.77,1.33,0.03,0.65,1.00,68.67517,69.05596,915.93,85.7,41.22031,54.38583,17.23,47.82084,66.59972,73.2627,73.96,74.06155,54.54359,27.06479,60.36662,23.29955499,16.17727,64.8393,50.7,63.29995,97.2,52.9,66.74674,14.36633,7.074965251,66.16762,65.8,37.23959,62.221,2.040625,28.18811,59.94607,248.75,88.7931,1.262874,64.7,68.05606829
1994M08,11.01,32.25,0.90,1.38,419.43,8.59,814.82,28.12,6.19,5.14,5.37,1.56,237.00,107.81,68.53,31.37,"2,171.52",0.66,3.04,"1,582.56",99.85,803.46,32.25,3.38,4.14,1.76,6.86,2.29,159.82,###,3.60,129.87,7.74,1.32,0.03,0.65,1.00,69.0927,69.16258,932.97,85.8,41.67785,56.35777,17.39,48.15625,66.84316,73.37451,73.95,74.24811,54.70378,27.4357,60.36662,23.5483073,16.32023,64.8393,51.3,63.4038,97.6,53.306,66.81781,14.43329,7.067890286,66.46275,65.8,37.84441,62.336,2.134902,28.61009,60.3332,248.82,89.1417,1.298744,65.1,68.3312276
1994M09,10.92,31.97,0.87,1.35,414.87,8.54,830.06,27.98,6.11,4.97,5.31,1.55,236.10,108.28,67.91,31.37,"2,178.77",0.65,3.02,"1,567.42",98.81,800.73,31.97,3.40,4.21,1.74,6.80,2.31,158.08,###,3.56,128.72,7.54,1.29,0.03,0.64,1.00,68.55587,69.04885,947.24,85.9,41.88319,58.52681,17.59,48.77917,66.91272,73.55209,74.18,74.06155,56.15656,28.06511,60.55626,23.87997322,16.41053,64.8393,51.9,63.61152,97.9,53.143,67.03102,14.53594,7.244587543,66.99397,66.2,39.57246,62.393,2.30484,28.94768,60.51695,251.07,89.1778,1.379143,65.2,68.51466714
1994M10,10.71,31.29,0.85,1.35,412.21,8.53,839.54,27.64,5.95,4.68,5.21,1.52,233.09,107.51,67.10,31.37,"2,184.05",0.63,3.02,"1,548.84",98.42,798.79,31.29,3.42,4.23,1.70,6.62,2.32,155.28,###,3.54,126.27,7.27,1.26,0.03,0.62,1.00,68.3968,68.90668,972.06,85.7,42.1307,59.13734,17.78,49.25834,67.05183,73.61787,74.34,73.96828,56.6783,28.6608,60.49305,23.96289066,16.55349,64.93799,52.6,63.92308,98.4,52.981,67.14355,14.61225,7.54886022,67.053,66.2,40.6957,62.634,2.650566,29.07427,60.64836,251.34,89.1044,1.479332,65.1,68.56052702
1994M11,10.85,31.71,0.84,1.36,413.45,8.52,830.03,27.78,6.02,4.72,5.29,1.54,237.11,109.03,67.56,31.39,"2,189.27",0.64,3.02,"1,584.94",97.96,796.33,31.71,3.44,4.24,1.73,6.73,2.36,157.30,###,3.52,128.50,7.35,1.30,0.04,0.63,1.00,68.33716,68.90668,999.37,86.2,42.38445,59.55652,17.98,49.64167,67.22572,73.40082,74.35,74.06155,56.90022,29.2003,60.49305,24.12872171,16.62873,64.93799,53.3,64.18272,98.1,53.063,67.33307,14.69036,7.813070327,66.87592,66.2,41.38692,62.756,3.037814,29.15866,60.75359,251.16,89.0981,1.573336,65.2,68.65224679
1994M12,11.07,32.32,0.85,1.39,402.23,8.49,829.34,28.22,6.16,4.85,5.41,1.57,242.84,111.60,68.77,31.39,"2,197.14",0.65,3.03,"1,633.82",100.12,791.86,32.32,3.93,4.27,1.76,6.86,2.43,161.24,###,3.56,132.30,7.52,1.33,0.04,0.64,1.00,68.33716,68.92091,1016.46,86.3,42.50391,60.39429,18.25,49.97709,67.22572,73.30216,74.33,74.24811,57.67548,29.6274,60.49305,23.96289066,16.71902,64.93799,53.7,64.3385,97.8,53.104,67.40414,14.8192,8.039649367,66.63982,66.2,42.16454,62.947,3.53723,29.24306,61.02186,250.7,89.0831,1.68342,65.5,68.65224679
1995M01,10.77,31.55,0.85,1.41,405.78,8.44,846.67,27.76,6.03,4.74,5.29,1.53,238.20,111.45,67.85,31.37,"2,203.68",0.64,3.01,"1,609.49",99.75,790.48,31.55,5.51,4.33,1.72,6.70,2.43,158.02,###,3.54,132.61,7.47,1.29,0.04,0.64,1.00,68.83423,69.21234,1033.74,86.6,42.77328,62.13821,18.59,50.6,67.2605,73.27586,74.52,74.52794,57.40947,30.79631,60.93552,23.96289066,16.90713,65.43144,53.8,64.59814,97.8,53.601,67.64104,15.37699,8.272799199,66.75787,66.6,43.8926,63.847,4.165796,29.62284,61.65436,251.64,89.7155,1.802163,65.5,68.9274061
1995M02,10.57,30.93,0.84,1.40,412.14,8.44,850.57,27.40,5.93,4.64,5.23,1.50,235.91,111.77,66.48,31.38,"2,209.75",0.64,3.01,"1,618.84",98.24,790.92,30.93,5.69,4.38,1.68,6.59,2.44,155.55,###,3.56,130.50,7.38,1.27,0.04,0.64,1.00,69.15235,69.40426,1044.28,87,42.98955,62.70296,19.24,51.1,67.53873,73.47436,74.75,74.90104,57.27352,31.66176,61.06195,24.12872171,17.12534,65.43144,53.9,65.06549,97.5,53.82,67.74415,16.02871,8.46307358,67.11202,66.8,44.84303,64.211,4.624867,29.74943,61.95643,252.54,90.5154,1.889982,65.7,69.2025654
1995M03,9.89,29.01,0.89,1.41,410.46,8.43,866.06,26.22,5.63,4.38,4.98,1.41,228.75,116.16,64.11,31.65,"2,215.00",0.63,2.98,"1,690.32",90.79,778.69,29.01,6.70,4.42,1.58,6.27,2.39,152.94,###,3.60,128.54,7.27,1.17,0.04,0.62,1.00,69.37106,69.3474,1060.47,87.2,43.25189,62.87861,19.75,51.1,67.74739,73.44495,74.98,74.90104,58.6293,32.92059,60.93552,24.29455658,17.23068,65.43144,53.8,65.6367,97.4,54.368,67.76477,16.97362,8.522315095,67.46618,67.2,45.62066,64.51,5.038331,30.08702,62.31739,253.54,90.5709,1.975328,66,69.43186482
1995M04,9.71,28.35,0.91,1.38,394.33,8.42,872.68,25.87,5.43,4.27,4.85,1.38,224.92,120.28,62.94,31.41,"2,222.32",0.61,2.96,"1,713.22",83.67,767.50,28.35,6.30,4.49,1.55,6.19,2.40,154.54,###,3.60,124.37,7.34,1.14,0.04,0.62,1.00,69.43072,69.45402,1086.24,87.5,43.51501,64.00725,20.19,51.6,67.95606,73.44495,75.07,74.99432,59.25024,33.78603,60.87231,24.46038763,17.5166,66.12227,54.3,65.89634,97.7,54.696,67.77164,18.32613,8.573448986,67.58423,67.2,46.65749,64.788,5.465077,30.46679,62.64781,255.21,90.6471,2.09036,66.4,69.66116424
1995M05,9.90,28.98,0.90,1.36,377.17,8.32,876.95,26.24,5.50,4.32,4.99,1.41,228.27,123.83,63.76,31.42,"2,231.89",0.62,3.00,"1,652.27",85.10,761.44,28.98,5.96,4.54,1.58,6.29,2.39,148.39,###,3.66,123.21,7.29,1.17,0.04,0.63,1.00,69.43072,69.43269,1115.24,87.7,43.78126,64.53738,20.52,51.8,68.23428,73.55523,75.18,74.99432,59.80799,34.61776,60.93552,24.87497099,17.60689,66.12227,54.9,66.31176,97.9,54.806,67.86788,19.09209,8.607742782,67.46618,67.3,47.52151,64.738,5.898458,30.59339,62.6729,255.49,90.4764,2.159626,66.7,69.7987439
1995M06,9.85,28.78,0.91,1.38,373.59,8.30,874.76,26.14,5.47,4.30,4.92,1.40,226.21,125.47,63.22,31.40,"2,241.36",0.61,2.98,"1,638.95",84.53,761.04,28.78,6.22,4.57,1.57,6.24,2.34,147.62,4.75,3.66,121.65,7.26,1.16,0.04,0.63,1.00,69.68919,69.50378,1140.44,87.7,44.10372,64.00171,20.77,52.4,68.12995,73.80519,75.18,75.08759,60.13205,35.02238,61.06195,25.37247179,17.63699,66.12227,55,66.72718,97.8,54.643,67.916,19.69802,8.624958267,67.34813,67.5,47.95353,64.6,6.291295,30.55119,62.73233,255.21,90.6559,2.215287,66.8,69.93632355
1995M07,9.77,28.57,0.93,1.36,378.07,8.30,893.22,26.01,5.41,4.25,4.83,1.39,225.46,126.34,62.91,31.38,"2,251.57",0.61,2.96,"1,609.71",87.22,757.01,28.57,6.14,4.53,1.56,6.17,2.37,146.00,4.53,3.64,119.75,7.18,1.16,0.04,0.63,1.00,70.18626,69.88051,1167.35,87.9,44.47225,63.46827,20.93,52.4,67.81695,73.78313,75.04,75.27415,59.18411,35.32585,61.18837,25.95289002,17.75738,66.41834,55.1,66.83104,97.3,54.806,67.9435,20.09959,8.642208184,67.34813,67.4,47.52151,64.621,6.629766,30.71998,62.74214,254.96,90.5948,2.283316,66.6,69.93632355
1995M08,10.16,29.69,0.94,1.35,387.27,8.31,934.93,26.64,5.60,4.30,4.97,1.45,232.04,130.64,64.90,31.59,"2,262.00",0.62,3.03,"1,605.38",94.55,767.96,29.69,6.19,4.53,1.62,6.34,2.44,149.74,4.42,3.64,123.31,7.23,1.20,0.05,0.64,1.00,70.56403,70.0511,1178.91,87.7,45.20305,64.52965,21.07,52.4,67.92128,73.59933,75.4,75.27415,59.26494,35.44948,61.44122,26.11872107,17.81757,66.41834,55.7,67.03875,97.4,55.135,67.92287,20.43298,8.6594926,67.46618,67.3,47.69432,64.889,6.932084,30.80438,62.91935,254.64,90.8818,2.382268,66.9,70.11976309
1995M09,10.29,30.07,0.95,1.35,394.56,8.32,964.17,26.93,5.67,4.37,5.04,1.46,235.90,133.66,65.61,33.26,"2,271.81",0.63,3.04,"1,615.12",100.49,772.35,30.07,6.30,4.53,1.64,6.40,2.46,152.34,4.47,3.66,125.55,7.13,1.19,0.05,0.64,1.00,69.9079,69.8734,1190.58,87.8,45.47164,66.25234,21.25,52.8,68.30384,73.61404,75.67,75.27415,60.66555,36.14633,61.63085,26.28455212,17.87777,66.41834,56.3,67.19453,98,55.628,68.04661,20.85564,8.884639408,67.99741,67.7,49.16317,64.977,7.241255,30.84657,63.1669,256.34,90.9596,2.56533,67.2,70.25734274
1995M10,9.96,29.10,0.96,1.35,406.62,8.32,985.92,26.31,5.49,4.27,4.94,1.41,232.56,133.84,64.63,34.56,"2,280.86",0.62,3.01,"1,605.65",100.65,767.40,29.10,6.69,4.54,1.58,6.24,2.44,148.87,4.50,3.65,122.55,6.83,1.15,0.05,0.63,1.00,69.68919,69.74545,1207.37,87.7,45.82377,66.29296,21.44,53.2,68.33862,73.55523,75.75,75.08759,61.12262,36.97806,61.9469,26.45038699,17.99816,66.51703,56.9,67.45417,97.7,55.355,68.13597,21.28476,9.124524672,67.93839,67.7,50.02719,65.2,7.583042,30.93097,63.28467,256.91,90.8609,2.727363,67.1,70.48664216
1995M11,9.97,29.13,0.96,1.35,412.31,8.31,"1,000.54",26.32,5.49,4.24,4.89,1.42,233.80,135.68,64.57,34.75,"2,290.64",0.62,3.04,"1,593.73",101.92,769.41,29.13,7.66,4.57,1.59,6.25,2.47,148.31,4.54,3.65,121.70,6.59,1.14,0.05,0.64,1.00,69.64942,69.91605,1225.12,88,45.85656,66.22685,21.6,53.6,68.47773,73.34937,75.81,75.08759,61.36218,37.56251,61.75727,26.61621804,18.0734,66.51703,57.3,67.81767,97.4,55.245,68.22533,21.80961,9.671996152,67.93839,67.6,50.71842,65.246,7.928829,31.01537,63.45261,256.81,90.7932,2.856001,67.1,70.44078228
1995M12,10.14,29.61,0.97,1.37,408.98,8.32,987.45,26.66,5.58,4.34,4.96,1.44,237.93,139.07,65.32,34.95,"2,302.42",0.63,3.12,"1,594.53",101.81,771.08,29.61,7.66,4.53,1.61,6.35,2.51,150.94,4.62,3.66,122.53,6.63,1.16,0.06,0.65,1.00,69.58978,69.93027,1244.23,87.8,45.98851,66.49411,21.8,53.8,68.44295,73.27586,75.88,75.36742,62.24399,38.01209,61.69406,26.28455212,18.21636,66.51703,57.9,67.92152,97.4,55.628,68.25283,22.52017,9.952484041,67.76131,67.6,51.49604,65.179,8.182551,31.26855,63.65763,255.99,90.8185,2.963611,67.5,70.39492239
1996M01,10.28,30.04,0.98,1.37,408.53,8.32,"1,011.11",26.97,5.65,4.44,5.01,1.46,240.50,141.92,65.97,35.77,"2,306.25",0.63,3.13,"1,583.82",105.84,787.27,30.04,7.50,4.53,1.64,6.42,2.51,151.61,4.68,3.64,123.20,6.72,1.18,0.06,0.65,1.00,69.96755,70.57,1260.9,88,46.11422,67.73065,22.35,55.1,68.3734,73.54052,75.97,75.55398,62.21239,39.68678,61.9469,26.11872107,18.78069,66.8131,58.4,68.20374,97.3,56.176,68.32845,23.32975,10.30082098,68.03,67.3,53.2241,65.483,8.518854,31.64833,64.04694,255.62,91.0778,3.209754,67.4,70.80766135
1996M02,10.31,30.15,0.98,1.38,410.97,8.31,"1,029.64",27.07,5.67,4.55,5.04,1.47,242.41,144.40,66.07,36.61,"2,317.50",0.63,3.11,"1,572.45",105.73,780.28,30.15,7.50,4.56,1.64,6.41,2.54,152.43,4.76,3.75,123.51,6.88,1.20,0.06,0.65,1.00,70.28568,70.71,1273.89,88.1,46.35314,68.53433,23.25,55.4,68.75595,73.83459,76.26,76.02036,62.11465,40.60843,62.07333,26.20163851,19.02899,66.8131,59.1,68.46991,97.1,56.397,68.40406,23.87426,10.55834151,68.29,67.4,54.00172,65.868,8.75653,31.69053,64.22143,255.92,91.2237,3.354471,67.7,71.03696077
1996M03,10.39,30.37,0.99,1.37,411.55,8.33,"1,045.13",27.26,5.71,4.60,5.06,1.48,241.58,146.04,66.07,34.45,"2,330.76",0.64,3.10,"1,563.33",105.82,781.25,30.37,7.57,4.54,1.65,6.43,2.58,152.94,4.83,3.93,124.40,6.73,1.20,0.07,0.65,1.00,70.62368,70.76,1278.35,88.5,46.68965,69.04071,23.74,55.7,69.13851,73.87135,76.75,76.02036,63.81287,41.37271,62.19975,26.45038699,18.90107,66.8131,59.7,68.73607,97.3,56.78,68.4728,24.39983,10.67448326,68.92,67.7,54.77935,66.101,9.001713,31.94372,64.44934,257.1,91.3847,3.54248,67.9,71.40383985
